EIN,TAX_YEAR,RETURN_VERSION,RETURN_TYPE,URL,XPATH,XPATH2,CARD
133030229,2017,2017v2.3,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201823109349301407_public.xml,/Return/ReturnData/AffiliatedGroupAttachment,/Return/ReturnData/AffiliatedGroupAttachment,ONE
990073524,2012,2012v2.3,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201421339349304882_public.xml,/Return/ReturnData/AffiliatedGroupAttachment/Explanation,/Return/ReturnData/AffiliatedGroupAttachment/Explanation,ONE
510295186,2016,2016v3.1,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201821349349302417_public.xml,/Return/ReturnData/AffiliatedGroupAttachment/MeduimExplanationTxt,/Return/ReturnData/AffiliatedGroupAttachment/MeduimExplanationTxt,ONE
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/AddressUS/AddressLine1,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/AddressUS/AddressLine1,MANY
42103634,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201141339349303014_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/AddressUS/AddressLine2,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[4]/AddressUS/AddressLine2,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/AddressUS/City,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/AddressUS/City,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/AddressUS/State,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/AddressUS/State,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/AddressUS/ZIPCode,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/AddressUS/ZIPCode,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/BusinessName/BusinessNameLine1,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/BusinessName/BusinessNameLine1,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/EIN,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/EIN,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/ElectingOrg,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/ElectingOrg,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/GrassrootsNontaxableAmount,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/GrassrootsNontaxableAmount,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/LobbyingNontaxableAmount,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/LobbyingNontaxableAmount,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/OtherExemptPurposeExpenditures,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/OtherExemptPurposeExpenditures,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/ShareOfExcessLobbyingExpendtrs,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/ShareOfExcessLobbyingExpendtrs,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalDirectLobbying,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/TotalDirectLobbying,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalExemptPurposeExpenditures,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/TotalExemptPurposeExpenditures,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalGrassrootsLobbying,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/TotalGrassrootsLobbying,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalLobbyingExpenditures,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/TotalLobbyingExpenditures,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotLobbyExpendMnsLobbyingNontx,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/TotLobbyExpendMnsLobbyingNontx,MANY
581501642,2009,2009v1.7,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201111339349304041_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotLobbyingGrassrootMinusNontx,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule[1]/TotLobbyingGrassrootMinusNontx,MANY
381357020,2013,2013v3.0,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201433169349304513_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp/BusinessName/BusinessNameLine1,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp[1]/BusinessName/BusinessNameLine1,MANY
910667412,2018,2018v3.2,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202041969349302164_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp/BusinessName/BusinessNameLine1Txt,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp[1]/BusinessName/BusinessNameLine1Txt,MANY
60646973,2020,2020v4.0,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202211369349304576_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp/BusinessName/BusinessNameLine2Txt,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp[6]/BusinessName/BusinessNameLine2Txt,MANY
910667412,2018,2018v3.2,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202041969349302164_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp/EIN,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp[1]/EIN,MANY
910667412,2018,2018v3.2,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202041969349302164_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp/ElectingOrganizationInd,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp[3]/ElectingOrganizationInd,MANY
910667412,2018,2018v3.2,990,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202041969349302164_public.xml,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp/GrassrootsNontxAmt,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp[1]/GrassrootsNontxAmt,MANY
