"xpath","variable_name","variable_name_new","len()","description","location_code_xsd","location_code","form","form_type","form_part","form_line_number","variable_scope","data_type_xsd","data_type_simple","rdb_relationship","rdb_table","required","versions","latest_version","duplicated","current_version","production_rule","validated"
"/Return/ReturnData/IRS990PF/DistributableAmount/Sect4942j3j5FndtnAndFrgnOrg","F9_00_PF_DASFAFORG","PF_11_4942J3J5_POF_FRGN_X",25,"Section 4942(j)(3)&(j)(5) Private Operating Foundations and Certain Foreign Organizations",,"F990-PF-PART-11-LINE-00","F990","PF","PART-11","Line 00","HD",,"checkbox","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmountGrp/Sect4942j3j5FndtnAndFrgnOrgInd","F9_00_PF_DASFAFOIND","PF_11_4942J3J5_POF_FRGN_X",25,"Section 4942(j)(3)&(j)(5) Private Operating Foundations and Certain Foreign Organizations",,"F990-PF-PART-11-LINE-00","F990","PF","PART-11","Line 00","HD",,"checkbox","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmount/MinimumInvestmentReturn","F9_11_PF_DIAMMIINREET","PF_11_INVEST_RETURN_MINIMUM",27,"Minimum Investment Return","[MinimumInvestmentReturn] Part XI Line 1","F990-PF-PART-11-LINE-01","F990","PF","PART-11","Line 01","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmountGrp/MinimumInvestmentReturnAmt","F9_11_PF_DIAMMIINREET","PF_11_INVEST_RETURN_MINIMUM",27,"Minimum Investment Return","[MinimumInvestmentReturnAmt] Part XI Line 1","F990-PF-PART-11-LINE-01","F990","PF","PART-11","Line 01","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmount/TaxBasedOnInvestmentIncome","F9_11_PF_DATBOIINCOME","PF_11_TAX_INVEST_INCOME",23,"Tax Based on Investment Income","[TaxBasedOnInvestmentIncome] Part XI Line 2a","F990-PF-PART-11-LINE-02A","F990","PF","PART-11","Line 02a","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmountGrp/TaxBasedOnInvestmentIncomeAmt","F9_11_PF_DATBOIINCOME","PF_11_TAX_INVEST_INCOME",23,"Tax Based on Investment Income","[TaxBasedOnInvestmentIncomeAmt] Part XI Line 2a","F990-PF-PART-11-LINE-02A","F990","PF","PART-11","Line 02a","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmount/IncomeTaxForThisYear","F9_11_PF_DAITFTYEAR","PF_11_TAX_INCOME_CY",19,"Income Tax for This Year","[IncomeTaxForThisYear] Part XI Line 2b","F990-PF-PART-11-LINE-02B","F990","PF","PART-11","Line 02b","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmountGrp/IncomeTaxAmt","F9_11_PF_DISAMOINCTAX","PF_11_TAX_INCOME_CY",19,"Income Tax for This Year","[IncomeTaxAmt] Part XI Line 2b","F990-PF-PART-11-LINE-02B","F990","PF","PART-11","Line 02b","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmount/TotalTax","F9_11_PF_DISAMOTOTTAX","PF_11_TAX_TOT",13,"Total Tax (add lines 2a and 2b)","[TotalTax] Part XI Line 2c","F990-PF-PART-11-LINE-02C","F990","PF","PART-11","Line 02c","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmountGrp/TotalTaxAmt","F9_11_PF_DISAMOTOTTAX","PF_11_TAX_TOT",13,"Total Tax (add lines 2a and 2b)","[TotalTaxAmt] Part XI Line 2c","F990-PF-PART-11-LINE-02C","F990","PF","PART-11","Line 02c","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmount/DistributableAmountBeforeAdj","F9_11_PF_DIAMDIAMBEAD","PF_11_DIST_AMT_BEFORE_ADJ",25,"Distributable Amount Before Adjustments","[DistributableAmountBeforeAdj] Part XI Line 3","F990-PF-PART-11-LINE-03","F990","PF","PART-11","Line 03","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmountGrp/DistributableBeforeAdjAmt","F9_11_PF_DIAMDIBEADDJ","PF_11_DIST_AMT_BEFORE_ADJ",25,"Distributable Amount Before Adjustments","[DistributableBeforeAdjAmt] Part XI Line 3","F990-PF-PART-11-LINE-03","F990","PF","PART-11","Line 03","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmount/RecoveriesQlfyDistributions","F9_11_PF_DIAMREQLDIIS","PF_11_RECOVERIES_DIST_QUAL",26,"Recoveries of Qualified Distributions","[RecoveriesQlfyDistributions] Part XI Line 4","F990-PF-PART-11-LINE-04","F990","PF","PART-11","Line 04","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmountGrp/RecoveriesQualfiedDistriAmt","F9_11_PF_DIAMREQUDIIS","PF_11_RECOVERIES_DIST_QUAL",26,"Recoveries of Qualified Distributions","[RecoveriesQualfiedDistriAmt] Part XI Line 4","F990-PF-PART-11-LINE-04","F990","PF","PART-11","Line 04","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmount/DistributableAmountBeforeDed","F9_11_PF_DIAMDIAMBEDE","PF_11_DIST_AMT_BEFORE_DEDUCT",28,"Distributable Amount Before Deduction (add lines 3 and 4)","[DistributableAmountBeforeDed] Part XI Line 5","F990-PF-PART-11-LINE-05","F990","PF","PART-11","Line 05","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmountGrp/DistributableBeforeDedAmt","F9_11_PF_DIAMDIBEDEED","PF_11_DIST_AMT_BEFORE_DEDUCT",28,"Distributable Amount Before Deduction (add lines 3 and 4)","[DistributableBeforeDedAmt] Part XI Line 5","F990-PF-PART-11-LINE-05","F990","PF","PART-11","Line 05","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/DistributableAmount/DeductionFrDistributableAmount","F9_11_PF_DIAMDEFRDIAM","PF_11_DEDUCT_DIST_AMT",21,"Deduction from Distributable Amount","[DeductionFrDistributableAmount] Part XI Line 6","F990-PF-PART-11-LINE-06","F990","PF","PART-11","Line 06","PF",,"numeric","ONE","PF-P11-T00-DISTRIBUTABLE-AMOUNT",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
