"xpath","variable_name","variable_name_new","len()","description","location_code_xsd","location_code","form","form_type","form_part","form_line_number","variable_scope","data_type_xsd","data_type_simple","rdb_relationship","rdb_table","required","versions","latest_version","duplicated","current_version","production_rule","validated"
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundations/DateOfRuling","F9_14_PF_PROPFODAOFRU","PF_14_POF_DATE_RULING",21,"Date of Ruling","[DateOfRuling] Part XIV Line 1a","F990-PF-PART-14-LINE-01A","F990","PF","PART-14","Line 01a","PF",,"date","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/PrivateOperatingFndtnRulingDt","F9_14_PF_POFPOFRDT","PF_14_POF_DATE_RULING",21,"Date of Ruling","[PrivateOperatingFndtnRulingDt] Part XIV Line 1a","F990-PF-PART-14-LINE-01A","F990","PF","PART-14","Line 01a","PF",,"date","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundations/Section4942j3","F9_14_PF_PRIOPEFOUSEC3","PF_14_POF_4942J3_X",18,"Section 4942(j)(3)","[Section4942j3] Part XIV Line 1b","F990-PF-PART-14-LINE-01B","F990","PF","PART-14","Line 01b","PF",,"checkbox","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/Section4942j3Ind","F9_14_PF_PROPFOSEINND3","PF_14_POF_4942J3_X",18,"Section 4942(j)(3)","[Section4942j3Ind] Part XIV Line 1b","F990-PF-PART-14-LINE-01B","F990","PF","PART-14","Line 01b","PF",,"checkbox","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundations/Section4942j5","F9_14_PF_PRIOPEFOUSEC5","PF_14_POF_4942J5_X",18,"Section 4942(j)(5)","[Section4942j5] Part XIV Line 1b","F990-PF-PART-14-LINE-01B","F990","PF","PART-14","Line 01b","PF",,"checkbox","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/Section4942j5Ind","F9_14_PF_PROPFOSEINND5","PF_14_POF_4942J5_X",18,"Section 4942(j)(5)","[Section4942j5Ind] Part XIV Line 1b","F990-PF-PART-14-LINE-01B","F990","PF","PART-14","Line 01b","PF",,"checkbox","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundations/LessorAdjNetIncmMinInvstReturn/CurrentYear","F9_14_PF_POFLANIMIRCY","PF_14_POF_LESSOR_ADJ_NET_CY",27,"Lessor Adj Net Incm Min Invst Return - Current Year","[LessorAdjNetIncmMinInvstReturn] Part XIV Line 2a; [CurrentYear] column (a)","F990-PF-PART-14-LINE-02A-COL-A","F990","PF","PART-14","Line 02a Column (A)","PF",,"numeric","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/LessorAdjNetIncmMinInvstRetGrp/CurrentYearAmt","F9_14_PF_POFLANIMIRCY","PF_14_POF_LESSOR_ADJ_NET_CY",27,"Lessor Adj Net Incm Min Invst Ret Grp - Current Year","[LessorAdjNetIncmMinInvstRetGrp] Part XIV Line 2a; [CurrentYearAmt] column (a)","F990-PF-PART-14-LINE-02A-COL-A","F990","PF","PART-14","Line 02a Column (A)","PF",,"numeric","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundations/LessorAdjNetIncmMinInvstReturn/Year1","F9_14_PF_POFLANIMIRYE1","PF_14_POF_LESSOR_ADJ_NET_CY_M1",30,"Lessor Adj Net Incm Min Invst Return - Year 1","[LessorAdjNetIncmMinInvstReturn] Part XIV Line 2a; [Year1] column (b)","F990-PF-PART-14-LINE-02A-COL-B","F990","PF","PART-14","Line 02a Column (B)","PF",,"numeric","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/LessorAdjNetIncmMinInvstRetGrp/Year1Amt","F9_14_PF_POFLANIMIRYE1","PF_14_POF_LESSOR_ADJ_NET_CY_M1",30,"Lessor Adj Net Incm Min Invst Ret Grp - Year 1","[LessorAdjNetIncmMinInvstRetGrp] Part XIV Line 2a; [Year1Amt] column (b)","F990-PF-PART-14-LINE-02A-COL-B","F990","PF","PART-14","Line 02a Column (B)","PF",,"numeric","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundations/LessorAdjNetIncmMinInvstReturn/Year2","F9_14_PF_POFLANIMIRYE2","PF_14_POF_LESSOR_ADJ_NET_CY_M2",30,"Lessor Adj Net Incm Min Invst Return - Year 2","[LessorAdjNetIncmMinInvstReturn] Part XIV Line 2a; [Year2] column (c)","F990-PF-PART-14-LINE-02A-COL-C","F990","PF","PART-14","Line 02a Column (C)","PF",,"numeric","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/LessorAdjNetIncmMinInvstRetGrp/Year2Amt","F9_14_PF_POFLANIMIRYE2","PF_14_POF_LESSOR_ADJ_NET_CY_M2",30,"Lessor Adj Net Incm Min Invst Ret Grp - Year 2","[LessorAdjNetIncmMinInvstRetGrp] Part XIV Line 2a; [Year2Amt] column (c)","F990-PF-PART-14-LINE-02A-COL-C","F990","PF","PART-14","Line 02a Column (C)","PF",,"numeric","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundations/LessorAdjNetIncmMinInvstReturn/Year3","F9_14_PF_POFLANIMIRYE3","PF_14_POF_LESSOR_ADJ_NET_CY_M3",30,"Lessor Adj Net Incm Min Invst Return - Year 3","[LessorAdjNetIncmMinInvstReturn] Part XIV Line 2a; [Year3] column (d)","F990-PF-PART-14-LINE-02A-COL-D","F990","PF","PART-14","Line 02a Column (D)","PF",,"numeric","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/LessorAdjNetIncmMinInvstRetGrp/Year3Amt","F9_14_PF_POFLANIMIRYE3","PF_14_POF_LESSOR_ADJ_NET_CY_M3",30,"Lessor Adj Net Incm Min Invst Ret Grp - Year 3","[LessorAdjNetIncmMinInvstRetGrp] Part XIV Line 2a; [Year3Amt] column (d)","F990-PF-PART-14-LINE-02A-COL-D","F990","PF","PART-14","Line 02a Column (D)","PF",,"numeric","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundations/LessorAdjNetIncmMinInvstReturn/Total","F9_14_PF_POFLANIMIRTO","PF_14_POF_LESSOR_ADJ_NET_TOT",28,"Lessor Adj Net Incm Min Invst Return - Total","[LessorAdjNetIncmMinInvstReturn] Part XIV Line 2a; [Total] column (e)","F990-PF-PART-14-LINE-02A-COL-E","F990","PF","PART-14","Line 02a Column (E)","PF",,"numeric","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/PrivateOperatingFoundationsGrp/LessorAdjNetIncmMinInvstRetGrp/TotalAmt","F9_14_PF_POFLANIMIRTO","PF_14_POF_LESSOR_ADJ_NET_TOT",28,"Lessor Adj Net Incm Min Invst Ret Grp - Total","[LessorAdjNetIncmMinInvstRetGrp] Part XIV Line 2a; [TotalAmt] column (e)","F990-PF-PART-14-LINE-02A-COL-E","F990","PF","PART-14","Line 02a Column (E)","PF",,"numeric","ONE","PF-P14-T00-PRIVATE-OPERATING-FOUNDATIONS",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
