"xpath","variable_name","variable_name_new","len()","description","location_code_xsd","location_code","form","form_type","form_part","form_line_number","variable_scope","data_type_xsd","data_type_simple","rdb_relationship","rdb_table","required","versions","latest_version","duplicated","current_version","production_rule","validated"
"/Return/ReturnData/IRS990PF/SupplementaryInfomation/ContributingManager","F9_15_PF_SUPINFCONMAN","PF_15_MGR_CONTR",15,"Contributing Manager",,"F990-PF-PART-15-LINE-01A","F990","PF","PART-15","Line 01a","PF",,"text","ONE","PF-P15-T00-SUPPLEMENTARY-INFO",,,,,,,
"/Return/ReturnData/IRS990PF/SupplementaryInformation/ContributingManager","F9_15_PF_SUPINFCONMAN","PF_15_MGR_CONTR",15,"Contributing Manager","[ContributingManager] Part XV Line 1a","F990-PF-PART-15-LINE-01A","F990","PF","PART-15","Line 01a","PF",,"text","ONE","PF-P15-T00-SUPPLEMENTARY-INFO",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/SupplementaryInformationGrp/ContributingManagerNm","F9_15_PF_SUPINFCONMAN","PF_15_MGR_CONTR",15,"Contributing Manager","[ContributingManagerNm] Part XV Line 1a","F990-PF-PART-15-LINE-01A","F990","PF","PART-15","Line 01a","PF",,"text","ONE","PF-P15-T00-SUPPLEMENTARY-INFO",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/SupplementaryInfomation/ShareholderManager","F9_15_PF_SUPINFSHAMAN","PF_15_MGR_SHAREHOLDER",21,"Shareholder Manager",,"F990-PF-PART-15-LINE-01B","F990","PF","PART-15","Line 01b","PF",,"text","ONE","PF-P15-T00-SUPPLEMENTARY-INFO",,,,,,,
"/Return/ReturnData/IRS990PF/SupplementaryInformation/ShareholderManager","F9_15_PF_SUPINFSHAMAN","PF_15_MGR_SHAREHOLDER",21,"Shareholder Manager","[ShareholderManager] Part XV Line 1b","F990-PF-PART-15-LINE-01B","F990","PF","PART-15","Line 01b","PF",,"text","ONE","PF-P15-T00-SUPPLEMENTARY-INFO",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/SupplementaryInformationGrp/ShareholderManagerNm","F9_15_PF_SUPINFSHAMAN","PF_15_MGR_SHAREHOLDER",21,"Shareholder Manager","[ShareholderManagerNm] Part XV Line 1b","F990-PF-PART-15-LINE-01B","F990","PF","PART-15","Line 01b","PF",,"text","ONE","PF-P15-T00-SUPPLEMENTARY-INFO",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/SupplementaryInfomation/OnlyContributesToPreselected","F9_15_PF_SUINONCOTOPR","PF_15_CONTR_PRESELECTED_X",25,"Only Contributes to Preselected Charitable Organizations",,"F990-PF-PART-15-LINE-02","F990","PF","PART-15","Line 02","PF",,"checkbox","ONE","PF-P15-T00-SUPPLEMENTARY-INFO",,,,,,,
"/Return/ReturnData/IRS990PF/SupplementaryInformation/OnlyContributesToPreselected","F9_15_PF_SUINONCOTOPR","PF_15_CONTR_PRESELECTED_X",25,"Only Contributes to Preselected Charitable Organizations","[OnlyContributesToPreselected] Part XV Line 2","F990-PF-PART-15-LINE-02","F990","PF","PART-15","Line 02","PF",,"checkbox","ONE","PF-P15-T00-SUPPLEMENTARY-INFO",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/SupplementaryInformationGrp/OnlyContriToPreselectedInd","F9_15_PF_SIOCTPIND","PF_15_CONTR_PRESELECTED_X",25,"Only Contributes to Preselected Charitable Organizations","[OnlyContriToPreselectedInd] Part XV Line 2","F990-PF-PART-15-LINE-02","F990","PF","PART-15","Line 02","PF",,"checkbox","ONE","PF-P15-T00-SUPPLEMENTARY-INFO",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/SupplementaryInfomation/AppicationSubmissionInfo/RecipientForeignAddress/City","F9_08_PF_SIASIRFACITY","PF_15_G_APP_RECIP_ADDR_CITY",27,"Recipient Foreign Address - City",,"F990-PF-PART-15-LINE-02A","F990","PF","PART-15","Line 02a","PF",,"text","ONE","PF-P15-T00-SUPPLEMENTARY-INFO-GRANT-APP",,,,,,,
