"xpath","variable_name","variable_name_new","len()","description","location_code_xsd","location_code","form","form_type","form_part","form_line_number","variable_scope","data_type_xsd","data_type_simple","rdb_relationship","rdb_table","required","versions","latest_version","duplicated","current_version","production_rule","validated"
"/Return/ReturnData/IRS990PF/UndistributedIncome/DistributableAmountAsAdjusted","F9_13_PF_UNINDIAMASAD","PF_13_DIST_AMT_ADJ_CY",21,"Distributable Amount as Adjusted","[DistributableAmountAsAdjusted] Part XIII Line 1(d)","F990-PF-PART-13-LINE-01-COL-D","F990","PF","PART-13","Line 01 Column (D)","PF",,"numeric","ONE","PF-P13-T00-UNDISTRIBUTED-INCOME",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/UndistributedIncomeGrp/DistributableAsAdjustedAmt","F9_13_PF_UNINDIASADDJ","PF_13_DIST_AMT_ADJ_CY",21,"Distributable Amount as Adjusted","[DistributableAsAdjustedAmt] Part XIII Line 1(d)","F990-PF-PART-13-LINE-01-COL-D","F990","PF","PART-13","Line 01 Column (D)","PF",,"numeric","ONE","PF-P13-T00-UNDISTRIBUTED-INCOME",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/UndistributedIncome/UndistributedIncomePriorYear","F9_13_PF_UNINUNINPRYE","PF_13_UNDIST_INCOME_PY",22,"Undistributed Income Prior Year","[UndistributedIncomePriorYear] Part XIII Line 2a(c)","F990-PF-PART-13-LINE-02A-COL-C","F990","PF","PART-13","Line 02a Column (C)","PF",,"numeric","ONE","PF-P13-T00-UNDISTRIBUTED-INCOME",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/UndistributedIncomeGrp/UndistributedIncomePYAmt","F9_13_PF_UNINUNINPYY","PF_13_UNDIST_INCOME_PY",22,"Undistributed Income Prior Year","[UndistributedIncomePYAmt] Part XIII Line 2a(c)","F990-PF-PART-13-LINE-02A-COL-C","F990","PF","PART-13","Line 02a Column (C)","PF",,"numeric","ONE","PF-P13-T00-UNDISTRIBUTED-INCOME",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/UndistributedIncome/PriorYear1","F9_13_PF_UNDINCPRIYEA1","PF_13_UNDIST_INCOME_PY_1",24,"Undistributed Income - Prior Year 1","[PriorYear1] Part XIII Line 2b","F990-PF-PART-13-LINE-02B","F990","PF","PART-13","Line 02b","PF",,"numeric","ONE","PF-P13-T00-UNDISTRIBUTED-INCOME",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/UndistributedIncomeGrp/PriorYear1Yr","F9_13_PF_UNDINCPRIYEA1","PF_13_UNDIST_INCOME_PY_1",24,"Undistributed Income Grp - Prior Year 1","[PriorYear1Yr] Part XIII Line 2b","F990-PF-PART-13-LINE-02B","F990","PF","PART-13","Line 02b","PF",,"numeric","ONE","PF-P13-T00-UNDISTRIBUTED-INCOME",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/UndistributedIncome/PriorYear2","F9_13_PF_UNDINCPRIYEA2","PF_13_UNDIST_INCOME_PY_2",24,"Undistributed Income - Prior Year 2","[PriorYear2] Part XIII Line 2b","F990-PF-PART-13-LINE-02B","F990","PF","PART-13","Line 02b","PF",,"numeric","ONE","PF-P13-T00-UNDISTRIBUTED-INCOME",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/UndistributedIncomeGrp/PriorYear2Yr","F9_13_PF_UNDINCPRIYEA2","PF_13_UNDIST_INCOME_PY_2",24,"Undistributed Income Grp - Prior Year 2","[PriorYear2Yr] Part XIII Line 2b","F990-PF-PART-13-LINE-02B","F990","PF","PART-13","Line 02b","PF",,"numeric","ONE","PF-P13-T00-UNDISTRIBUTED-INCOME",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/UndistributedIncome/PriorYear3","F9_13_PF_UNDINCPRIYEA3","PF_13_UNDIST_INCOME_PY_3",24,"Undistributed Income - Prior Year 3","[PriorYear3] Part XIII Line 2b","F990-PF-PART-13-LINE-02B","F990","PF","PART-13","Line 02b","PF",,"numeric","ONE","PF-P13-T00-UNDISTRIBUTED-INCOME",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/UndistributedIncomeGrp/PriorYear3Yr","F9_13_PF_UNDINCPRIYEA3","PF_13_UNDIST_INCOME_PY_3",24,"Undistributed Income Grp - Prior Year 3","[PriorYear3Yr] Part XIII Line 2b","F990-PF-PART-13-LINE-02B","F990","PF","PART-13","Line 02b","PF",,"numeric","ONE","PF-P13-T00-UNDISTRIBUTED-INCOME",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
