"xpath","variable_name","variable_name_new","len()","description","location_code_xsd","location_code","form","form_type","form_part","form_line_number","variable_scope","data_type_xsd","data_type_simple","rdb_relationship","rdb_table","required","versions","latest_version","duplicated","current_version","production_rule","validated"
"/Return/ReturnData/IRS990PF/SummaryOfDirectCharitableActy/Description1","F9_09_PF_SUDICHACDEES1","PF_09_CHARIT_ACT_DESC",21,"Summary Of Direct Charitable Acty - Description 1","[Description1] Part IX-A Line 1","F990-PF-PART-09-A-LINE-01-04-COL-01","F990","PF","PART-09-A","Line 01-04 Column 01","PF",,"text","MANY","PF-P09-T01-CHARITABLE-ACTIVITIES",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/SummaryOfDirectCharitableActy/Description2","F9_09_PF_SUDICHACDEES2","PF_09_CHARIT_ACT_DESC",21,"Summary Of Direct Charitable Acty - Description 2","[Description2] Part IX-A Line 2","F990-PF-PART-09-A-LINE-01-04-COL-01","F990","PF","PART-09-A","Line 01-04 Column 01","PF",,"text","MANY","PF-P09-T01-CHARITABLE-ACTIVITIES",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/SummaryOfDirectCharitableActy/Description3","F9_09_PF_SUDICHACDEES3","PF_09_CHARIT_ACT_DESC",21,"Summary Of Direct Charitable Acty - Description 3","[Description3] Part IX-A Line 3","F990-PF-PART-09-A-LINE-01-04-COL-01","F990","PF","PART-09-A","Line 01-04 Column 01","PF",,"text","MANY","PF-P09-T01-CHARITABLE-ACTIVITIES",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/SummaryOfDirectCharitableActy/Description4","F9_09_PF_SUDICHACDEES4","PF_09_CHARIT_ACT_DESC",21,"Summary Of Direct Charitable Acty - Description 4","[Description4] Part IX-A Line 4","F990-PF-PART-09-A-LINE-01-04-COL-01","F990","PF","PART-09-A","Line 01-04 Column 01","PF",,"text","MANY","PF-P09-T01-CHARITABLE-ACTIVITIES",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/SummaryOfDirectChrtblActyGrp/Description1Txt","F9_09_PF_SUDICHACDEES1","PF_09_CHARIT_ACT_DESC",21,"Summary Of Direct Chrtbl Acty Grp - Description 1","[Description1Txt] Part IX-A Line 1","F990-PF-PART-09-A-LINE-01-04-COL-01","F990","PF","PART-09-A","Line 01-04 Column 01","PF",,"text","MANY","PF-P09-T01-CHARITABLE-ACTIVITIES",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/SummaryOfDirectChrtblActyGrp/Description2Txt","F9_09_PF_SUDICHACDEES2","PF_09_CHARIT_ACT_DESC",21,"Summary Of Direct Chrtbl Acty Grp - Description 2","[Description2Txt] Part IX-A Line 2","F990-PF-PART-09-A-LINE-01-04-COL-01","F990","PF","PART-09-A","Line 01-04 Column 01","PF",,"text","MANY","PF-P09-T01-CHARITABLE-ACTIVITIES",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/SummaryOfDirectChrtblActyGrp/Description3Txt","F9_09_PF_SUDICHACDEES3","PF_09_CHARIT_ACT_DESC",21,"Summary Of Direct Chrtbl Acty Grp - Description 3","[Description3Txt] Part IX-A Line 3","F990-PF-PART-09-A-LINE-01-04-COL-01","F990","PF","PART-09-A","Line 01-04 Column 01","PF",,"text","MANY","PF-P09-T01-CHARITABLE-ACTIVITIES",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/SummaryOfDirectChrtblActyGrp/Description4Txt","F9_09_PF_SUDICHACDEES4","PF_09_CHARIT_ACT_DESC",21,"Summary Of Direct Chrtbl Acty Grp - Description 4","[Description4Txt] Part IX-A Line 4","F990-PF-PART-09-A-LINE-01-04-COL-01","F990","PF","PART-09-A","Line 01-04 Column 01","PF",,"text","MANY","PF-P09-T01-CHARITABLE-ACTIVITIES",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/SummaryOfDirectCharitableActy/Expenses1","F9_09_PF_SUDICHACEXXP1","PF_09_CHARIT_ACT_EXP",20,"Summary Of Direct Charitable Acty - Expenses 1","[Expenses1] Part IX-A Line 1","F990-PF-PART-09-A-LINE-01-04-COL-02","F990","PF","PART-09-A","Line 01-04 Column 02","PF",,"numeric","MANY","PF-P09-T01-CHARITABLE-ACTIVITIES",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/SummaryOfDirectCharitableActy/Expenses2","F9_09_PF_SUDICHACEXXP2","PF_09_CHARIT_ACT_EXP",20,"Summary Of Direct Charitable Acty - Expenses 2","[Expenses2] Part IX-A Line 2","F990-PF-PART-09-A-LINE-01-04-COL-02","F990","PF","PART-09-A","Line 01-04 Column 02","PF",,"numeric","MANY","PF-P09-T01-CHARITABLE-ACTIVITIES",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
