"xpath","variable_name","variable_name_new","len()","description","location_code_xsd","location_code","form","form_type","form_part","form_line_number","variable_scope","data_type_xsd","data_type_simple","rdb_relationship","rdb_table","required","versions","latest_version","duplicated","current_version","production_rule","validated"
"/Return/ReturnData/IRS990PF/BalanceSheets/CashBOY","F9_02_PF_BASHCABOOYY","PF_02_ASSET_CASH_BOY_BV",23,"Cash - Beginning of Year - Book Value","[CashBOY] Part II Line 1(a)","F990-PF-PART-02-LINE-01-COL-A","F990","PF","PART-02","Line 01 Column (A)","PF",,"numeric","ONE","PF-P02-T00-BALANCE-SHEET",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/Form990PFBalanceSheetsGrp/CashBOYAmt","F9_02_PF_BASHCABOOYY","PF_02_ASSET_CASH_BOY_BV",23,"Cash - Beginning of Year - Book Value","[CashBOYAmt] Part II Line 1(a)","F990-PF-PART-02-LINE-01-COL-A","F990","PF","PART-02","Line 01 Column (A)","PF",,"numeric","ONE","PF-P02-T00-BALANCE-SHEET",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/BalanceSheets/CashEOY","F9_02_PF_BASHCAEOOYY","PF_02_ASSET_CASH_EOY_BV",23,"Cash - End of Year - Book Value","[CashEOY] Part II Line 1(b)","F990-PF-PART-02-LINE-01-COL-B","F990","PF","PART-02","Line 01 Column (B)","PF",,"numeric","ONE","PF-P02-T00-BALANCE-SHEET",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/Form990PFBalanceSheetsGrp/CashEOYAmt","F9_02_PF_BASHCAEOOYY","PF_02_ASSET_CASH_EOY_BV",23,"Cash - End of Year - Book Value","[CashEOYAmt] Part II Line 1(b)","F990-PF-PART-02-LINE-01-COL-B","F990","PF","PART-02","Line 01 Column (B)","PF",,"numeric","ONE","PF-P02-T00-BALANCE-SHEET",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/BalanceSheets/CashEOYFMV","F9_02_PF_BASHCAEOOYY","PF_02_ASSET_CASH_EOY_FMV",24,"Cash - End of Year - Fair Market Value","[CashEOYFMV] Part II Line 1(c)","F990-PF-PART-02-LINE-01-COL-C","F990","PF","PART-02","Line 01 Column (C)","PF",,"numeric","ONE","PF-P02-T00-BALANCE-SHEET",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/Form990PFBalanceSheetsGrp/CashEOYFMVAmt","F9_02_PF_BASHCAEOOYY","PF_02_ASSET_CASH_EOY_FMV",24,"Cash - End of Year - Fair Market Value","[CashEOYFMVAmt] Part II Line 1(c)","F990-PF-PART-02-LINE-01-COL-C","F990","PF","PART-02","Line 01 Column (C)","PF",,"numeric","ONE","PF-P02-T00-BALANCE-SHEET",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/BalanceSheets/SavingsAndTempCashInvstBOY","F9_02_PF_BSSATCIBOY","PF_02_ASSET_SAVING_BOY_BV",25,"Savings and Temporary Cash Investments - Beginning of Year - Book Value","[SavingsAndTempCashInvstBOY] Part II Line 2(a)","F990-PF-PART-02-LINE-02-COL-A","F990","PF","PART-02","Line 02 Column (A)","PF",,"numeric","ONE","PF-P02-T00-BALANCE-SHEET",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/Form990PFBalanceSheetsGrp/SavAndTempCashInvstBOYAmt","F9_02_PF_BSSATCIBOY","PF_02_ASSET_SAVING_BOY_BV",25,"Savings and Temporary Cash Investments - Beginning of Year - Book Value","[SavAndTempCashInvstBOYAmt] Part II Line 2(a)","F990-PF-PART-02-LINE-02-COL-A","F990","PF","PART-02","Line 02 Column (A)","PF",,"numeric","ONE","PF-P02-T00-BALANCE-SHEET",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
"/Return/ReturnData/IRS990PF/BalanceSheets/SavingsAndTempCashInvstEOY","F9_02_PF_BSSATCIEOY","PF_02_ASSET_SAVING_EOY_BV",25,"Savings and Temporary Cash Investments - End of Year - Book Value","[SavingsAndTempCashInvstEOY] Part II Line 2(b)","F990-PF-PART-02-LINE-02-COL-B","F990","PF","PART-02","Line 02 Column (B)","PF",,"numeric","ONE","PF-P02-T00-BALANCE-SHEET",,"2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0",2012,"F","T",,
"/Return/ReturnData/IRS990PF/Form990PFBalanceSheetsGrp/SavAndTempCashInvstEOYAmt","F9_02_PF_BSSATCIEOY","PF_02_ASSET_SAVING_EOY_BV",25,"Savings and Temporary Cash Investments - End of Year - Book Value","[SavAndTempCashInvstEOYAmt] Part II Line 2(b)","F990-PF-PART-02-LINE-02-COL-B","F990","PF","PART-02","Line 02 Column (B)","PF",,"numeric","ONE","PF-P02-T00-BALANCE-SHEET",,"2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0",2016,"F","T",,
