xpath,variable_name,description,location_code_xsd,location_code_family,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990EZ/InfoInScheduleOPartII,F9_10_INFO_SCHED_O_X,Schedule O contains a response to a question in Part II,[InfoInScheduleOPartII] Part II,F990-PC-PART-10-LINE-00,F990-EZ-PART-02-LINE-00,F990,EZ,PART-02,Line 00,PZ,CheckboxType,checkbox,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/InfoInScheduleOPartIIInd,F9_10_INFO_SCHED_O_X,Schedule O contains a response to a question in Part II,[InfoInScheduleOPartIIInd] Part II,F990-PC-PART-10-LINE-00,F990-EZ-PART-02-LINE-00,F990,EZ,PART-02,Line 00,PZ,CheckboxType,checkbox,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/InfoInScheduleOPartXInd,F9_10_INFO_SCHED_O_X,Schedule O contains a response to a question in Part II,,F990-PC-PART-10-LINE-00,F990-EZ-PART-02-LINE-00,F990,EZ,PART-02,Line 00,PZ,,checkbox,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/InfoInScheduleOPartX,F9_10_INFO_SCHED_O_X,Schedule O contains a response to a question in Part X,[InfoInScheduleOPartX] Part X,F990-PC-PART-10-LINE-00,F990-PC-PART-10-LINE-00,F990,PC,PART-10,Line 00,PZ,,checkbox,ONE,F9-P10-T00-BALANCE-SHEET,,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InfoInScheduleOPartXInd,F9_10_INFO_SCHED_O_X,Schedule O contains a response to a question in Part II,[InfoInScheduleOPartXInd] Part X,F990-PC-PART-10-LINE-00,F990-PC-PART-10-LINE-00,F990,PC,PART-10,Line 00,PZ,CheckboxType,checkbox,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/CashSavingsAndInvestments/BOY,F9_10_ASSET_CASH_SAVING_BOY,"Cash, savings, and investments, beginning of year (F990-PC-PART-10-LINE-01-02-11-12-13-BOY-COMBINED: F990-EZ-PART-02-LINE-22-BOY)",[CashSavingsAndInvestments] Part II Line 22; [BOY] Part II - Column (A),F990-PC-PART-10-LINE-01-02-11-12-13-BOY,F990-EZ-PART-02-LINE-22-BOY,F990,EZ,PART-02,Line 22 BOY,PZ,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/CashSavingsAndInvestmentsGrp/BOYAmt,F9_10_ASSET_CASH_SAVING_BOY,"Cash, savings, and investments, beginning of year (F990-PC-PART-10-LINE-01-02-11-12-13-BOY-COMBINED: F990-EZ-PART-02-LINE-22-BOY)",[CashSavingsAndInvestmentsGrp] Part II Line 22; [BOYAmt] Part II - Column (A) ,F990-PC-PART-10-LINE-01-02-11-12-13-BOY,F990-EZ-PART-02-LINE-22-BOY,F990,EZ,PART-02,Line 22 BOY,PZ,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/CashSavingsAndInvestments/EOY,F9_10_ASSET_CASH_SAVING_EOY,"Cash, savings, and investments, end of year (F990-PC-PART-10-LINE-01-02-11-12-13-EOY-COMBINED: F990-EZ-PART-02-LINE-22-EOY)",[CashSavingsAndInvestments] Part II Line 22; [EOY] Part II - Column (B) ,F990-PC-PART-10-LINE-01-02-11-12-13-EOY,F990-EZ-PART-02-LINE-22-EOY,F990,EZ,PART-02,Line 22 EOY,PZ,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/CashSavingsAndInvestmentsGrp/EOYAmt,F9_10_ASSET_CASH_SAVING_EOY,"Cash, savings, and investments, end of year (F990-PC-PART-10-LINE-01-02-11-12-13-EOY-COMBINED: F990-EZ-PART-02-LINE-22-EOY)",[CashSavingsAndInvestmentsGrp] Part II Line 22; [EOYAmt] Part II - Column (B) ,F990-PC-PART-10-LINE-01-02-11-12-13-EOY,F990-EZ-PART-02-LINE-22-EOY,F990,EZ,PART-02,Line 22 EOY,PZ,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/CashNonInterestBearing/BOY,F9_10_ASSET_CASH_BOY,"Cash, non-interest-bearing, beginning of year",[CashNonInterestBearing] Part X Line 1; [BOY] Part X Column (A),F990-PC-PART-10-LINE-01-BOY,F990-PC-PART-10-LINE-01-BOY,F990,PC,PART-10,Line 01 BOY,PZ,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
