xpath,variable_name,description,location_code_xsd,location_code_family,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990EZ/LoansToFromOfficers,F9_04_LOAN_DTK_AMT,Did the organization file Form 1120-POL for this year?,[LoansToFromOfficers] Part V Line 38b,F990-EZ-PART-05-LINE-38B,F990-EZ-PART-05-LINE-38B,F990,EZ,PART-05,Line 38b,EZ,USAmountNNType,numeric,ONE,F9-P04-T00-REQUIRED-SCHEDULES-EZ,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/LoansToFromOfficersAmt,F9_04_LOAN_DTK_AMT,Loans to/from officers amount,[LoansToFromOfficersAmt] Part V Line 38b,F990-EZ-PART-05-LINE-38B,F990-EZ-PART-05-LINE-38B,F990,EZ,PART-05,Line 38b,EZ,USAmountNNType,numeric,ONE,F9-P04-T00-REQUIRED-SCHEDULES-EZ,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/ForeignOfficeCountry,F9_04_FRGN_OFFICE_CNTR,Name of foreign country,[ForeignOfficeCountry] Part V Line 42c,F990-EZ-PART-05-LINE-42C,F990-EZ-PART-05-LINE-42C,F990,EZ,PART-05,Line 42c,EZ,CountryType,text,ONE,F9-P04-T00-REQUIRED-SCHEDULES-EZ,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/ForeignOfficeCountryCd,F9_04_FRGN_OFFICE_CNTR,Name of foreign country,[ForeignOfficeCountryCd] Part V Line 42c,F990-EZ-PART-05-LINE-42C,F990-EZ-PART-05-LINE-42C,F990,EZ,PART-05,Line 42c,EZ,CountryType,text,ONE,F9-P04-T00-REQUIRED-SCHEDULES-EZ,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/RelatedOrgSect527OrgInd,F9_04_RLTD_ORG_527_X,"If ""Yes;"" was the related organization(s) a section 527 organization?",[RelatedOrgSect527OrgInd] Part VI Line 49b,F990-EZ-PART-06-LINE-49B,F990-EZ-PART-06-LINE-49B,F990,EZ,PART-06,Line 49b,EZ,BooleanType,checkbox,ONE,F9-P04-T00-REQUIRED-SCHEDULES-EZ,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/RelatedOrgSection527Org,F9_04_RLTD_ORG_527_X,"If ""Yes;"" was the related organization(s) a section 527 organization?",[RelatedOrgSection527Org] Part VI Line 49b,F990-EZ-PART-06-LINE-49B,F990-EZ-PART-06-LINE-49B,F990,EZ,PART-06,Line 49b,EZ,BooleanType,checkbox,ONE,F9-P04-T00-REQUIRED-SCHEDULES-EZ,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/DescribedIn501C3,F9_04_DESC_IN_501C3_X,Described in 501(c)(3)?,[DescribedIn501C3] Part IV Line 1,F990-PC-PART-04-LINE-01,F990-PC-PART-04-LINE-01,F990,PC,PART-04,Line 01,PC,BooleanType,checkbox,ONE,F9-P04-T00-REQUIRED-SCHEDULES,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/DescribedInSection501c3Ind,F9_04_DESC_IN_501C3_X,Described in 501(c)(3)?,[DescribedInSection501c3Ind] Part IV Line 1,F990-PC-PART-04-LINE-01,F990-PC-PART-04-LINE-01,F990,PC,PART-04,Line 01,PC,BooleanType,checkbox,ONE,F9-P04-T00-REQUIRED-SCHEDULES,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartIV/DescribedIn501C3,F9_04_DESC_IN_501C3_X,Described in 501(c)(3)?,,F990-PC-PART-04-LINE-01,F990-PC-PART-04-LINE-01,F990,PC,PART-04,Line 01,PC,,checkbox,ONE,F9-P04-T00-REQUIRED-SCHEDULES,,,,,,,
/Return/ReturnData/IRS990EZ/ScheduleBNotRequired,F9_04_SCHED_B_REQ_X,Indicates Schedule B is not required,[ScheduleBNotRequired] H,F990-PC-PART-04-LINE-02,F990-EZ-PART-00-SECTION-H,F990,EZ,PART-00,Section H,PZ,CheckboxType,checkbox,ONE,F9-P04-T00-REQUIRED-SCHEDULES,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
