xpath,variable_name,description,location_code_xsd,location_code_family,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990EZ/InfoInScheduleOPartIII,F9_03_INFO_SCHED_O_X,Was Schedule O used to respond to any part of Part III?,[InfoInScheduleOPartIII] Part III,F990-PC-PART-03-LINE-00,F990-EZ-PART-03-LINE-00,F990,EZ,PART-03,Line 00,PZ,CheckboxType,checkbox,ONE,F9-P03-T00-PROGRAMS,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/InfoInScheduleOPartIIIInd,F9_03_INFO_SCHED_O_X,Was Schedule O used to respond to any part of Part III?,[InfoInScheduleOPartIIIInd] Part III,F990-PC-PART-03-LINE-00,F990-EZ-PART-03-LINE-00,F990,EZ,PART-03,Line 00,PZ,CheckboxType,checkbox,ONE,F9-P03-T00-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/InfoInScheduleOPartIII,F9_03_INFO_SCHED_O_X,Was Schedule O used to respond to any part of Part III?,[InfoInScheduleOPartIII] Part III,F990-PC-PART-03-LINE-00,F990-PC-PART-03-LINE-00,F990,PC,PART-03,Line 00,PZ,CheckboxType,checkbox,ONE,F9-P03-T00-PROGRAMS,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InfoInScheduleOPartIIIInd,F9_03_INFO_SCHED_O_X,Was Schedule O used to respond to any part of Part III?,[InfoInScheduleOPartIIIInd] Part III,F990-PC-PART-03-LINE-00,F990-PC-PART-03-LINE-00,F990,PC,PART-03,Line 00,PZ,CheckboxType,checkbox,ONE,F9-P03-T00-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/PrimaryExemptPurpose,F9_03_ORG_MISSION_PURPOSE,Organization mission,[PrimaryExemptPurpose] Part III,F990-PC-PART-03-LINE-01,F990-EZ-PART-03-LINE-00,F990,EZ,PART-03,Line 00,PZ,ShortExplanationType,text,ONE,F9-P03-T00-MISSION,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/PrimaryExemptPurposeTxt,F9_03_ORG_MISSION_PURPOSE,Organization mission,[PrimaryExemptPurposeTxt] Part III,F990-PC-PART-03-LINE-01,F990-EZ-PART-03-LINE-00,F990,EZ,PART-03,Line 00,PZ,ShortExplanationType,text,ONE,F9-P03-T00-MISSION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/MissionDesc,F9_03_ORG_MISSION_PURPOSE,Organization's Mission/Organization's primary exempt purpose,,F990-PC-PART-03-LINE-01,F990-EZ-PART-03-LINE-00,F990,EZ,PART-03,Line 00,PZ,,text,ONE,F9-P03-T00-MISSION,,,,,,,
/Return/ReturnData/IRS990EZ/MissionDescription,F9_03_ORG_MISSION_PURPOSE,Organization's Mission/Organization's primary exempt purpose,,F990-PC-PART-03-LINE-01,F990-EZ-PART-03-LINE-00,F990,EZ,PART-03,Line 00,PZ,,text,ONE,F9-P03-T00-MISSION,,,,,,,
/Return/ReturnData/IRS990/MissionDescription,F9_03_ORG_MISSION_PURPOSE,Organization's Mission/Organization's primary exempt purpose,[MissionDescription] Part III Line 1,F990-PC-PART-03-LINE-01,F990-PC-PART-03-LINE-01,F990,PC,PART-03,Line 01,PZ,ShortExplanationType,text,ONE,F9-P03-T00-MISSION,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/MissionDesc,F9_03_ORG_MISSION_PURPOSE,Organization's Mission/Organization's primary exempt purpose,[MissionDesc] Part III Line 1,F990-PC-PART-03-LINE-01,F990-PC-PART-03-LINE-01,F990,PC,PART-03,Line 01,PZ,ShortExplanationType,text,ONE,F9-P03-T00-MISSION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartIII/MissionDescription,F9_03_ORG_MISSION_PURPOSE,Mission description,,F990-PC-PART-03-LINE-01,F990-PC-PART-03-LINE-01,F990,PC,PART-03,Line 01,PZ,,text,ONE,F9-P03-T00-MISSION,,,,,,,
/Return/ReturnData/IRS990/PrimaryExemptPurpose,F9_03_ORG_MISSION_PURPOSE,Primary exempt purpose,,F990-PC-PART-03-LINE-01,F990-PC-PART-03-LINE-01,F990,PC,PART-03,Line 01,PZ,ShortExplanationType,text,ONE,F9-P03-T00-MISSION,,,,,,,
/Return/ReturnData/IRS990EZ/ActivitiesNotPreviouslyRptInd,F9_03_PROG_NEW_X,,,F990-PC-PART-03-LINE-02,F990-EZ-PART-05-LINE-33,F990,EZ,PART-05,Line 33,PZ,,checkbox,ONE,F9-P03-T00-MISSION,,2013v3.1,,,,,
/Return/ReturnData/IRS990/SignificantNewProgramServices,F9_03_PROG_NEW_X,Significant new programs?,[SignificantNewProgramServices] Part III Line 2,F990-PC-PART-03-LINE-02,F990-PC-PART-03-LINE-02,F990,PC,PART-03,Line 02,PZ,BooleanType,checkbox,ONE,F9-P03-T00-MISSION,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
