xpath,variable_name,description,location_code_xsd,location_code_family,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990EZ/InfoInScheduleOPartV,F9_05_INFO_SCHED_O_X,Does Schedule O contains a response to a question in Part V?,[InfoInScheduleOPartV] Part V,F990-PC-PART-05-LINE-00,F990-EZ-PART-05-LINE-00,F990,EZ,PART-05,Line 0,PZ,CheckboxType,checkbox,ONE,F9-P05-T00-OTHER-IRS-FILING,,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/InfoInScheduleOPartVInd,F9_05_INFO_SCHED_O_X,Does Schedule O contains a response to a question in Part V?,[InfoInScheduleOPartVInd] Part V,F990-PC-PART-05-LINE-00,F990-EZ-PART-05-LINE-00,F990,EZ,PART-05,Line 0,PZ,CheckboxType,checkbox,ONE,F9-P05-T00-OTHER-IRS-FILING,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/InfoInScheduleOPartV,F9_05_INFO_SCHED_O_X,Does Schedule O contains a response to a question in Part V?,[InfoInScheduleOPartV] Part V,F990-PC-PART-05-LINE-00,F990-PC-PART-05-LINE-00,F990,PZ,PART-05,Line 0,PZ,CheckboxType,checkbox,ONE,F9-P05-T00-OTHER-IRS-FILING,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InfoInScheduleOPartVInd,F9_05_INFO_SCHED_O_X,Does Schedule O contains a response to a question in Part V?,[InfoInScheduleOPartVInd] Part V,F990-PC-PART-05-LINE-00,F990-PC-PART-05-LINE-00,F990,PZ,PART-05,Line 0,PZ,CheckboxType,checkbox,ONE,F9-P05-T00-OTHER-IRS-FILING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/IRPDocumentCnt,F9_05_NUM_FORM_1096_BOX_3,Number forms transmitted with 1096,[IRPDocumentCnt] Part V Line 1a,F990-PC-PART-05-LINE-01A,F990-PC-PART-05-LINE-01A,F990,PC,PART-05,Line 01a,PC,CountType,numeric,ONE,F9-P05-T00-OTHER-IRS-FILING,TRUE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/NumberFormsTransmittedWith1096,F9_05_NUM_FORM_1096_BOX_3,Number forms transmitted with 1096,[NumberFormsTransmittedWith1096] Part V Line 1a,F990-PC-PART-05-LINE-01A,F990-PC-PART-05-LINE-01A,F990,PC,PART-05,Line 01a,PC,CountType,numeric,ONE,F9-P05-T00-OTHER-IRS-FILING,TRUE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartV/NumberW2GIncludedIn1A,F9_05_NUM_FORM_W2G,Number W-2Gs included in 1a,,F990-PC-PART-05-LINE-01B,F990-PC-PART-05-LINE-01B,F990,PC,PART-05,Line 01b,PC,,numeric,ONE,F9-P05-T00-OTHER-IRS-FILING,,,,,,,
/Return/ReturnData/IRS990/IRPDocumentW2GCnt,F9_05_NUM_FORM_W2G,Number W-2Gs included in 1a,[IRPDocumentW2GCnt] Part V Line 1b,F990-PC-PART-05-LINE-01B,F990-PC-PART-05-LINE-01B,F990,PC,PART-05,Line 01b,PC,CountType,numeric,ONE,F9-P05-T00-OTHER-IRS-FILING,TRUE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/NumberW2GIncluded,F9_05_NUM_FORM_W2G,Number W-2Gs included in 1a,[NumberW2GIncluded] Part V Line 1b,F990-PC-PART-05-LINE-01B,F990-PC-PART-05-LINE-01B,F990,PC,PART-05,Line 01b,PC,CountType,numeric,ONE,F9-P05-T00-OTHER-IRS-FILING,TRUE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/BackupWthldComplianceInd,F9_05_COMPLY_BACKUP_WITHHOLD_X,Compliance with backup witholding?,[BackupWthldComplianceInd] Part V Line 1c,F990-PC-PART-05-LINE-01C,F990-PC-PART-05-LINE-01C,F990,PC,PART-05,Line 01c,PC,BooleanType,checkbox,ONE,F9-P05-T00-OTHER-IRS-FILING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ComplianceWithBackupWitholding,F9_05_COMPLY_BACKUP_WITHHOLD_X,Compliance with backup witholding?,[ComplianceWithBackupWitholding] Part V Line 1c,F990-PC-PART-05-LINE-01C,F990-PC-PART-05-LINE-01C,F990,PC,PART-05,Line 01c,PC,BooleanType,checkbox,ONE,F9-P05-T00-OTHER-IRS-FILING,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartV/ComplianceWithBackupWitholding,F9_05_COMPLY_BACKUP_WITHHOLD_X,Compliance with backup witholding?,,F990-PC-PART-05-LINE-01C,F990-PC-PART-05-LINE-01C,F990,PC,PART-05,Line 01c,PC,,checkbox,ONE,F9-P05-T00-OTHER-IRS-FILING,,,,,,,
/Return/ReturnData/IRS990/Form990PartV/NumberOfEmployees,F9_05_NUM_EMPL,Number of employees,,F990-PC-PART-05-LINE-02A,F990-PC-PART-05-LINE-02A,F990,PC,PART-05,Line 02a,PC,,numeric,ONE,F9-P05-T00-OTHER-IRS-FILING,,,,,,,
/Return/ReturnData/IRS990/EmployeeCnt,F9_05_NUM_EMPL,Number of employees on Form W-3,[EmployeeCnt] Part V Line 2a,F990-PC-PART-05-LINE-02A,F990-PC-PART-05-LINE-02A,F990,PC,PART-05,Line 02a,PC,CountType,numeric,ONE,F9-P05-T00-OTHER-IRS-FILING,TRUE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/NumberOfEmployees,F9_05_NUM_EMPL,Number of employees on Form W-3,[NumberOfEmployees] Part V Line 2a,F990-PC-PART-05-LINE-02A,F990-PC-PART-05-LINE-02A,F990,PC,PART-05,Line 02a,PC,CountType,numeric,ONE,F9-P05-T00-OTHER-IRS-FILING,TRUE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/EmploymentTaxReturnsFiled,F9_05_EMPL_TAX_RETURN_FILED_X,Employment tax returns filed?,[EmploymentTaxReturnsFiled] Part V Line 2b,F990-PC-PART-05-LINE-02B,F990-PC-PART-05-LINE-02B,F990,PC,PART-05,Line 02b,PC,BooleanType,checkbox,ONE,F9-P05-T00-OTHER-IRS-FILING,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/EmploymentTaxReturnsFiledInd,F9_05_EMPL_TAX_RETURN_FILED_X,Employment tax returns filed?,[EmploymentTaxReturnsFiledInd] Part V Line 2b,F990-PC-PART-05-LINE-02B,F990-PC-PART-05-LINE-02B,F990,PC,PART-05,Line 02b,PC,BooleanType,checkbox,ONE,F9-P05-T00-OTHER-IRS-FILING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartV/EmploymentTaxReturnsFiled,F9_05_EMPL_TAX_RETURN_FILED_X,Employment tax returns filed?,,F990-PC-PART-05-LINE-02B,F990-PC-PART-05-LINE-02B,F990,PC,PART-05,Line 02b,PC,,checkbox,ONE,F9-P05-T00-OTHER-IRS-FILING,,,,,,,
/Return/ReturnData/IRS990EZ/OrganizationHadUBI,F9_05_UBIZ_IMCOME_OVER_LIMIT_X,Unrelated business income?,[OrganizationHadUBI] Part V Line 35a,F990-PC-PART-05-LINE-03A,F990-EZ-PART-05-LINE-35A,F990,EZ,PART-05,Line 35a,PZ,BooleanType,checkbox,ONE,F9-P05-T00-OTHER-IRS-FILING,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/OrganizationHadUBIInd,F9_05_UBIZ_IMCOME_OVER_LIMIT_X,Unrelated business income?,[OrganizationHadUBIInd] Part V Line 35a,F990-PC-PART-05-LINE-03A,F990-EZ-PART-05-LINE-35A,F990,EZ,PART-05,Line 35a,PZ,BooleanType,checkbox,ONE,F9-P05-T00-OTHER-IRS-FILING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/UnrelatedBusIncmOverLimitInd,F9_05_UBIZ_IMCOME_OVER_LIMIT_X,Unrelated business income?,,F990-PC-PART-05-LINE-03A,F990-EZ-PART-05-LINE-35A,F990,EZ,PART-05,Line 35a,PZ,,checkbox,ONE,F9-P05-T00-OTHER-IRS-FILING,,,,,,,
