xpath,variable_name,description,location_code_xsd,location_code_family,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990EZ/ActivitiesNotPreviouslyRpt,F9_06_ACT_NOT_PREVIOUSLY_REP_X,Did the organization engage in any activity not previously reported to the IRS?,[ActivitiesNotPreviouslyRpt] Part V Line 33,F990-EZ-PART-05-LINE-33,F990-EZ-PART-05-LINE-33,F990,EZ,PART-05,Line 33,EZ,BooleanType,checkbox,ONE,F9-P06-T00-GOVERNANCE-EZ,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/ActivitiesNotPreviouslyRptInd,F9_06_ACT_NOT_PREVIOUSLY_REP_X,Did the organization engage in any activity not previously reported to the IRS?,[ActivitiesNotPreviouslyRptInd] Part V Line 33,F990-EZ-PART-05-LINE-33,F990-EZ-PART-05-LINE-33,F990,EZ,PART-05,Line 33,EZ,BooleanType,checkbox,ONE,F9-P06-T00-GOVERNANCE-EZ,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/DirectIndirectPoliticalExpend,F9_06_POLI_EXP,Direct or indirect political expenditures.,[DirectIndirectPoliticalExpend] Part V Line 37a,F990-EZ-PART-05-LINE-37A,F990-EZ-PART-05-LINE-37A,F990,EZ,PART-05,Line 37a,EZ,USAmountNNType,numeric,ONE,F9-P06-T00-GOVERNANCE-EZ,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/DirectIndirectPltclExpendAmt,F9_06_POLI_EXP,Direct or indirect political expenditures.,[DirectIndirectPltclExpendAmt] Part V Line 37a,F990-EZ-PART-05-LINE-37A,F990-EZ-PART-05-LINE-37A,F990,EZ,PART-05,Line 37a,EZ,USAmountNNType,numeric,ONE,F9-P06-T00-GOVERNANCE-EZ,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/DidOrgFileForm1120POLThisYear,F9_06_POLI_FORM1120_POL_FILED_X,Did the organization file Form 1120-POL for this year?,[DidOrgFileForm1120POLThisYear] Part V Line 37b,F990-EZ-PART-05-LINE-37B,F990-EZ-PART-05-LINE-37B,F990,EZ,PART-05,Line 37b,EZ,BooleanType,checkbox,ONE,F9-P06-T00-GOVERNANCE-EZ,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/Form1120PolFiledInd,F9_06_POLI_FORM1120_POL_FILED_X,Did the organization file Form 1120-POL for this year?,[Form1120PolFiledInd] Part V Line 37b,F990-EZ-PART-05-LINE-37B,F990-EZ-PART-05-LINE-37B,F990,EZ,PART-05,Line 37b,EZ,BooleanType,checkbox,ONE,F9-P06-T00-GOVERNANCE-EZ,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/TaxImposedUnderIRC4911,F9_06_TAX_IMPOSED_IRC_4911,501(c)(3) Organizations: Amount of tax imposed on the organization furing the year under section 4911,[TaxImposedUnderIRC4911] Part V Line 40a,F990-EZ-PART-05-LINE-40A,F990-EZ-PART-05-LINE-40A,F990,EZ,PART-05,Line 40a,EZ,USAmountNNType,numeric,ONE,F9-P06-T00-GOVERNANCE-EZ,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/TaxImposedUnderIRC4912,F9_06_TAX_IMPOSED_IRC_4912,501(c)(3) Organizations: Amount of tax imposed on the organization furing the year under section 4912,[TaxImposedUnderIRC4912] Part V Line 40a,F990-EZ-PART-05-LINE-40A,F990-EZ-PART-05-LINE-40A,F990,EZ,PART-05,Line 40a,EZ,USAmountNNType,numeric,ONE,F9-P06-T00-GOVERNANCE-EZ,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/TaxImposedUnderIRC4955,F9_06_TAX_IMPOSED_IRC_4955,501(c)(3) Organizations: Amount of tax imposed on the organization furing the year under section 4955,[TaxImposedUnderIRC4955] Part V Line 40a,F990-EZ-PART-05-LINE-40A,F990-EZ-PART-05-LINE-40A,F990,EZ,PART-05,Line 40a,EZ,USAmountNNType,numeric,ONE,F9-P06-T00-GOVERNANCE-EZ,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/TaxImposedUnderIRC4911Amt,F9_06_TAX_IMPOSED_IRC_4911,501(c)(3) Organizations: Amount of tax imposed on the organization furing the year under section 4911,[TaxImposedUnderIRC4911Amt] Part V Line 40a,F990-EZ-PART-05-LINE-40A,F990-EZ-PART-05-LINE-40A,F990,EZ,PART-05,Line 40a,EZ,USAmountNNType,numeric,ONE,F9-P06-T00-GOVERNANCE-EZ,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
