xpath,variable_name,description,location_code_xsd,location_code_family,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990/InfoInScheduleOPartXII,F9_12_INFO_SCHED_O_X,Schedule O contains a response to a question in Part XII,[InfoInScheduleOPartXII] Part XII,F990-PC-PART-12-LINE-00,F990-PC-PART-12-LINE-00,F990,PC,PART-12,Line 00,PC,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InfoInScheduleOPartXIIInd,F9_12_INFO_SCHED_O_X,Schedule O contains a response to a question in Part XII,[InfoInScheduleOPartXIIInd] Part XII,F990-PC-PART-12-LINE-00,F990-PC-PART-12-LINE-00,F990,PC,PART-12,Line 00,PC,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartXI/MethodOfAccountingAccrual,F9_12_FINSTAT_METHOD_ACC_ACCRU_X,Method of accounting - Accrual,,F990-PC-PART-12-LINE-01,F990-PC-PART-12-LINE-01,F990,PC,PART-12,Line 01,PZ,,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,,,,,,,
/Return/ReturnData/IRS990/MethodOfAccountingAccrual,F9_12_FINSTAT_METHOD_ACC_ACCRU_X,Method of accounting - Accrual,[MethodOfAccountingAccrual] Part XII Line 1,F990-PC-PART-12-LINE-01,F990-PC-PART-12-LINE-01,F990,PC,PART-12,Line 01,PZ,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,T,T,,
/Return/ReturnData/IRS990/MethodOfAccountingAccrualInd,F9_12_FINSTAT_METHOD_ACC_ACCRU_X,Method of accounting - Accrual,[MethodOfAccountingAccrualInd] Part XII Line 1,F990-PC-PART-12-LINE-01,F990-PC-PART-12-LINE-01,F990,PC,PART-12,Line 01,PZ,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/MethodOfAccountingAccrual,F9_12_FINSTAT_METHOD_ACC_ACCRU_X,Indicates method of accounting is accrual,[MethodOfAccountingAccrual] G,F990-PC-PART-12-LINE-01,F990-EZ-PART-00-SECTION-G,F990,EZ,PART-00,Section G,PZ,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/MethodOfAccountingAccrualInd,F9_12_FINSTAT_METHOD_ACC_ACCRU_X,Indicates method of accounting is accrual,[MethodOfAccountingAccrualInd] G,F990-PC-PART-12-LINE-01,F990-EZ-PART-00-SECTION-G,F990,EZ,PART-00,Section G,PZ,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartXI/MethodOfAccountingCash,F9_12_FINSTAT_METHOD_ACC_CASH_X,Method of accounting - Cash,,F990-PC-PART-12-LINE-01,F990-PC-PART-12-LINE-01,F990,PC,PART-12,Line 01,PZ,,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,,,,,,,
/Return/ReturnData/IRS990/MethodOfAccountingCash,F9_12_FINSTAT_METHOD_ACC_CASH_X,Method of accounting - Cash,[MethodOfAccountingCash] Part XII Line 1,F990-PC-PART-12-LINE-01,F990-PC-PART-12-LINE-01,F990,PC,PART-12,Line 01,PZ,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,T,T,,
/Return/ReturnData/IRS990/MethodOfAccountingCashInd,F9_12_FINSTAT_METHOD_ACC_CASH_X,Method of accounting - Cash,[MethodOfAccountingCashInd] Part XII Line 1,F990-PC-PART-12-LINE-01,F990-PC-PART-12-LINE-01,F990,PC,PART-12,Line 01,PZ,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/MethodOfAccountingCash,F9_12_FINSTAT_METHOD_ACC_CASH_X,Indicates method of accounting is cash,[MethodOfAccountingCash] G,F990-PC-PART-12-LINE-01,F990-EZ-PART-00-SECTION-G,F990,EZ,PART-00,Section G,PZ,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
