xpath,variable_name,description,location_code_xsd,location_code_family,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990/InfoInScheduleOPartXI,F9_11_INFO_SCHED_O_X,Schedule O contains a response to a question in Part XI,[InfoInScheduleOPartXI] Part XI,F990-PC-PART-11-LINE-00,F990-PC-PART-11-LINE-00,F990,PC,PART-11,Line 00,PC,CheckboxType,checkbox,ONE,F9-P11-T00-ASSETS,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InfoInScheduleOPartXIInd,F9_11_INFO_SCHED_O_X,Schedule O contains a response to a question in Part XI,[InfoInScheduleOPartXIInd] Part XI,F990-PC-PART-11-LINE-00,F990-PC-PART-11-LINE-00,F990,PC,PART-11,Line 00,PC,CheckboxType,checkbox,ONE,F9-P11-T00-ASSETS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ReconcilationRevenueExpenses,F9_11_RECO_REV_LESS_EXP,Revenue less expenses,[ReconcilationRevenueExpenses] Part XI Line 3,F990-PC-PART-11-LINE-03,F990-PC-PART-11-LINE-03,F990,PC,PART-11,Line 03,PC,USAmountType,numeric,ONE,F9-P11-T00-ASSETS,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ReconcilationRevenueExpnssAmt,F9_11_RECO_REV_LESS_EXP,Revenue less expenses,[ReconcilationRevenueExpnssAmt] Part XI Line 3,F990-PC-PART-11-LINE-03,F990-PC-PART-11-LINE-03,F990,PC,PART-11,Line 03,PC,USAmountType,numeric,ONE,F9-P11-T00-ASSETS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/NetUnrlzdGainsLossesInvstAmt,F9_11_RECO_GAIN_INVEST_NET,Net unrealized gains (losses) on investments,[NetUnrlzdGainsLossesInvstAmt] Part XI Line 5,F990-PC-PART-11-LINE-05,F990-PC-PART-11-LINE-05,F990,PC,PART-11,Line 05,PC,USAmountType,numeric,ONE,F9-P11-T00-ASSETS,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ReconciliationUnrealizedInvest,F9_11_RECO_GAIN_INVEST_NET,Net unrealized gains (losses) on investments,[ReconciliationUnrealizedInvest] Part XI Line 5,F990-PC-PART-11-LINE-05,F990-PC-PART-11-LINE-05,F990,PC,PART-11,Line 05,PC,,numeric,ONE,F9-P11-T00-ASSETS,FALSE,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/DonatedServicesAndUseFcltsAmt,F9_11_RECO_SVC_DONATED,Donated services and use of facilities,[DonatedServicesAndUseFcltsAmt] Part XI Line 6,F990-PC-PART-11-LINE-06,F990-PC-PART-11-LINE-06,F990,PC,PART-11,Line 06,PC,USAmountType,numeric,ONE,F9-P11-T00-ASSETS,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ReconcilationDonatedServices,F9_11_RECO_SVC_DONATED,Donated services and use of facilities,[ReconcilationDonatedServices] Part XI Line 6,F990-PC-PART-11-LINE-06,F990-PC-PART-11-LINE-06,F990,PC,PART-11,Line 06,PC,,numeric,ONE,F9-P11-T00-ASSETS,FALSE,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InvestmentExpenseAmt,F9_11_RECO_INVEST_EXP,Investment expenses,[InvestmentExpenseAmt] Part XI Line 7,F990-PC-PART-11-LINE-07,F990-PC-PART-11-LINE-07,F990,PC,PART-11,Line 07,PC,USAmountType,numeric,ONE,F9-P11-T00-ASSETS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ReconcilationInvestExpenses,F9_11_RECO_INVEST_EXP,Investment expenses,[ReconcilationInvestExpenses] Part XI Line 7,F990-PC-PART-11-LINE-07,F990-PC-PART-11-LINE-07,F990,PC,PART-11,Line 07,PC,,numeric,ONE,F9-P11-T00-ASSETS,FALSE,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/PriorPeriodAdjustmentsAmt,F9_11_RECO_ADJ_PRIOR,Prior period adjustments,[PriorPeriodAdjustmentsAmt] Part XI Line 8,F990-PC-PART-11-LINE-08,F990-PC-PART-11-LINE-08,F990,PC,PART-11,Line 08,PC,USAmountType,numeric,ONE,F9-P11-T00-ASSETS,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ReconcilationPriorAdjustment,F9_11_RECO_ADJ_PRIOR,Prior period adjustments,[ReconcilationPriorAdjustment] Part XI Line 8,F990-PC-PART-11-LINE-08,F990-PC-PART-11-LINE-08,F990,PC,PART-11,Line 08,PC,,numeric,ONE,F9-P11-T00-ASSETS,FALSE,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/OtherChangesInNetAssetsAmt,F9_11_RECO_OTH_CHANGE_NAFB,Other changes in net assets or fund balances,[OtherChangesInNetAssetsAmt] Part XI Line 9,F990-PC-PART-11-LINE-09,F990-PC-PART-11-LINE-09,F990,PC,PART-11,Line 09,PZ,USAmountType,numeric,ONE,F9-P11-T00-ASSETS,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ReconcilationOtherChanges,F9_11_RECO_OTH_CHANGE_NAFB,Other changes net assets,[ReconcilationOtherChanges] Part XI Line 9,F990-PC-PART-11-LINE-09,F990-PC-PART-11-LINE-09,F990,PC,PART-11,Line 09,PZ,USAmountType,numeric,ONE,F9-P11-T00-ASSETS,FALSE,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,T,T,,
/Return/ReturnData/IRS990EZ/OtherChangesInNetAssets,F9_11_RECO_OTH_CHANGE_NAFB,Other changes in net assets,[OtherChangesInNetAssets] Part I Line 20,F990-PC-PART-11-LINE-09,F990-EZ-PART-01-LINE-20,F990,EZ,PART-01,Line 20,PZ,USAmountType,numeric,ONE,F9-P11-T00-ASSETS,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/OtherChangesInNetAssetsAmt,F9_11_RECO_OTH_CHANGE_NAFB,Other changes in net assets or fund balances,[OtherChangesInNetAssetsAmt] Part I Line 20,F990-PC-PART-11-LINE-09,F990-EZ-PART-01-LINE-20,F990,EZ,PART-01,Line 20,PZ,USAmountType,numeric,ONE,F9-P11-T00-ASSETS,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
