xpath,variable_name,description,location_code_xsd,location_code_family,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990/CntrctRcvdGreaterThan100KCnt,F9_07_COMP_KONTR_NUM_GT_100K,Total number of independent contractors who received 100K+ from org,[CntrctRcvdGreaterThan100KCnt] Part VII Section B Line 2,F990-PC-PART-07-SECTION-B-LINE-02,F990-PC-PART-07-SECTION-B-LINE-02,F990,PC,PART-07,Section B Line 02,PZ,CountType,numeric,ONE,F9-P07-T00-DIR-TRUST-KEY,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/CompensationFromOtherSources,F9_07_COMP_DTK_COMP_OTH_SOURCE_X,Compensation from other sources? (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED),[CompensationFromOtherSources] Part VII Section A Line 5,F990-PC-PART-07-SECTION-A-LINE-05,F990-PC-PART-07-SECTION-A-LINE-05,F990,PC,PART-07,Section A Line 05,PC,BooleanType,checkbox,ONE,F9-P07-T00-DIR-TRUST-KEY,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/CompensationFromOtherSrcsInd,F9_07_COMP_DTK_COMP_OTH_SOURCE_X,Compensation from other sources? (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED),[CompensationFromOtherSrcsInd] Part VII Section A Line 5,F990-PC-PART-07-SECTION-A-LINE-05,F990-PC-PART-07-SECTION-A-LINE-05,F990,PC,PART-07,Section A Line 05,PC,BooleanType,checkbox,ONE,F9-P07-T00-DIR-TRUST-KEY,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/AddressLine1,F9_07_COMP_KONTR_ADDR_L1,Highest compensated independent contractor (top 5 above 100K) foreign address line 1,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,StreetAddressType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/AddressLine2,F9_07_COMP_KONTR_ADDR_L2,Highest compensated independent contractor (top 5 above 100K) foreign address line 2,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,StreetAddressType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/City,F9_07_COMP_KONTR_ADDR_CITY,Highest compensated independent contractor (top 5 above 100K) foreign address city,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,TextType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/Country,F9_07_COMP_KONTR_ADDR_CNTR,Highest compensated independent contractor (top 5 above 100K) foreign address country,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,CountryType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/PostalCode,F9_07_COMP_KONTR_ADDR_ZIP,Highest compensated independent contractor (top 5 above 100K) foreign address zip code,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,TextType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/ProvinceOrState,F9_07_COMP_KONTR_ADDR_STATE,Highest compensated independent contractor (top 5 above 100K) foreign address province or state,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,TextType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/AddressOfContractor/AddressUS/AddressLine1,F9_07_COMP_KONTR_ADDR_L1,Highest compensated independent contractor (top 5 above 100K) US address line 1,[ContractorCompensation] Part VII Section B; [AddressUS] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,StreetAddressType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
