xpath,variable_name,description,location_code_xsd,location_code_family,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990/InfoInScheduleOPartIX,F9_09_INFO_SCHED_O_X,Schedule O contains a response to a question in Part IX,[InfoInScheduleOPartIX] Part IX,F990-PC-PART-09-LINE-00,F990-PC-PART-09-LINE-00,F990,PC,PART-09,Line 00,PC,,checkbox,ONE,F9-P09-T00-EXPENSES,,2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InfoInScheduleOPartIXInd,F9_09_INFO_SCHED_O_X,Check if schedule O contains a response or note to any line in this Part IX,[InfoInScheduleOPartIXInd] Part IX,F990-PC-PART-09-LINE-00,F990-PC-PART-09-LINE-00,F990,PC,PART-09,Line 00,PC,CheckboxType,checkbox,ONE,F9-P09-T00-EXPENSES,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartIX/GrantsToDomesticOrgs/Total,F9_09_EXP_GRANT_US_ORG_TOT,Grants To Domestic Orgs - Total,,F990-PC-PART-09-LINE-01-COL-A,F990-PC-PART-09-LINE-01-COL-A,F990,PC,PART-09,Line 01 Column (A),PZ,,numeric,ONE,F9-P09-T00-EXPENSES,,,,,,,
/Return/ReturnData/IRS990/GrantsToDomesticOrgs/Total,F9_09_EXP_GRANT_US_ORG_TOT,Total Grants to Domestic Orgs and Governments - Total Expense,[GrantsToDomesticOrgs] Part IX Line 1; [Total] col (A),F990-PC-PART-09-LINE-01-COL-A,F990-PC-PART-09-LINE-01-COL-A,F990,PC,PART-09,Line 01 Column (A),PZ,USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/GrantsToDomesticOrgsGrp/TotalAmt,F9_09_EXP_GRANT_US_ORG_TOT,Total Grants to Domestic Orgs and Governments - Total Expense,[GrantsToDomesticOrgsGrp] Part IX Line 1; [TotalAmt] col (A),F990-PC-PART-09-LINE-01-COL-A,F990-PC-PART-09-LINE-01-COL-A,F990,PC,PART-09,Line 01 Column (A),PZ,USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartIX/GrantsToDomesticOrgs/ProgramServices,F9_09_EXP_GRANT_US_ORG_PROG,Program services,,F990-PC-PART-09-LINE-01-COL-B,F990-PC-PART-09-LINE-01-COL-B,F990,PC,PART-09,Line 01 Column (B),PC,,numeric,ONE,F9-P09-T00-EXPENSES,,,,,,,
/Return/ReturnData/IRS990/GrantsToDomesticOrgs/ProgramServices,F9_09_EXP_GRANT_US_ORG_PROG,Total Grants to Domestic Orgs and Governments - Program Service Expenses,[GrantsToDomesticOrgs] Part IX Line 1; [ProgramServices] col (B),F990-PC-PART-09-LINE-01-COL-B,F990-PC-PART-09-LINE-01-COL-B,F990,PC,PART-09,Line 01 Column (B),PC,USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/GrantsToDomesticOrgsGrp/ProgramServicesAmt,F9_09_EXP_GRANT_US_ORG_PROG,Total Grants to Domestic Orgs and Governments - program,[GrantsToDomesticOrgsGrp] Part IX Line 1; [ProgramServicesAmt] col (B),F990-PC-PART-09-LINE-01-COL-B,F990-PC-PART-09-LINE-01-COL-B,F990,PC,PART-09,Line 01 Column (B),PC,USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartIX/GrantsToDomesticIndividuals/Total,F9_09_EXP_GRANT_US_INDIV_TOT,Grants To Domestic Individuals - Total,,F990-PC-PART-09-LINE-02-COL-A,F990-PC-PART-09-LINE-02-COL-A,F990,PC,PART-09,Line 02 Column (A),PC,,numeric,ONE,F9-P09-T00-EXPENSES,,,,,,,
/Return/ReturnData/IRS990/GrantsToDomesticIndividuals/Total,F9_09_EXP_GRANT_US_INDIV_TOT,Total Grants and Assistance to Domestic Individuals - Total Expense,[GrantsToDomesticIndividuals] Part IX Line 2; [Total] col (A),F990-PC-PART-09-LINE-02-COL-A,F990-PC-PART-09-LINE-02-COL-A,F990,PC,PART-09,Line 02 Column (A),PC,USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/GrantsToDomesticIndividualsGrp/TotalAmt,F9_09_EXP_GRANT_US_INDIV_TOT,Total Grants and Assistance to Domestic Individuals - Total Expense,[GrantsToDomesticIndividualsGrp] Part IX Line 2; [TotalAmt] col (A),F990-PC-PART-09-LINE-02-COL-A,F990-PC-PART-09-LINE-02-COL-A,F990,PC,PART-09,Line 02 Column (A),PC,USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
